Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2015,2,1,12,36,ENG - Solid Waste,Sanitation,Cart - Garbage,5##,E 30TH AV,Riley Park
2015,2,1,12,38,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,Intersection,JERVIS ST and ROBSON ST,West End
2015,2,1,12,41,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),5##,E 30TH AV,Riley Park
2015,2,1,12,47,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,27##,W 24TH AV,Arbutus Ridge
2015,2,1,12,48,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,27##,W 24TH AV,Arbutus Ridge
2015,2,1,12,55,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,COLUMBIA ST and W 19TH AV,Riley Park
2015,2,1,12,56,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,MANITOBA ST and W 22ND AV,Riley Park
2015,2,1,12,58,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,1##,W KING EDWARD AV,Riley Park
2015,2,1,13,3,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),17##,E 8TH AV,Grandview-Woodland
2015,2,1,13,22,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - New,Intersection,DISCOVERY ST and W 16TH AV,West Point Grey
2015,2,1,13,23,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,2400, - 2499 PANDORA ST,Hastings-Sunrise
2015,2,1,13,28,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,2##,E 36TH AV,Riley Park
2015,2,1,13,31,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,Intersection,KASLO ST and PARKER ST,Hastings-Sunrise
2015,2,1,13,33,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,Intersection,KASLO ST and TURNER ST,Hastings-Sunrise
2015,2,1,13,34,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,Intersection,KASLO ST and TURNER ST,Hastings-Sunrise
2015,2,1,13,56,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,14##,KINGSWAY,Kensington-Cedar Cottage
2015,2,1,14,6,ENG - Solid Waste,Sanitation,Recycling Bag Request,70##,VIVIAN DRIVE,Killarney
2015,2,1,14,6,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,37##,W 22ND AV,Dunbar Southlands
2015,2,1,14,6,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,9##,E 14TH AV,Mount Pleasant
2015,2,1,14,7,ENG - Solid Waste,Sanitation,Recycling Box Request,70##,VIVIAN DRIVE,Killarney
2015,2,1,14,38,Business Planning & Services,311 Contact Centre,Citizen Feedback,7##,E 18TH AV,Kensington-Cedar Cottage
2015,2,1,14,44,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,42##,PRINCE EDWARD ST,Riley Park
2015,2,1,14,52,ENG - Solid Waste,Sanitation,Cart - Garbage,7##,E 18TH AV,Kensington-Cedar Cottage
2015,2,1,14,55,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,40##,W 20TH AV,Dunbar Southlands
2015,2,1,14,56,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,Intersection,BUTE ST and W GEORGIA ST,Downtown
2015,2,1,15,15,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,25##,E 23RD AV,Renfrew-Collingwood
2015,2,1,15,32,CSG - Licenses,Animal Control,Dead Animal Pickup Case,8##,W KING EDWARD AV,South Cambie
2015,2,1,15,35,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,Intersection,DUMFRIES ST and E 33RD AV,Kensington-Cedar Cottage
2015,2,1,15,48,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,18##,SPYGLASS PLACE,Fairview
2015,2,1,16,1,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,28##,W 18TH AV,Arbutus Ridge
2015,2,1,16,5,CSG - Licenses,Animal Control,Lost Pets Case,Intersection,BOUNDARY ROAD and KINGSWAY,
2015,2,1,16,14,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,Intersection,E 22ND AV and RUPERT ST,Renfrew-Collingwood
2015,2,1,16,25,ENG - Streets,Streets Operations,Street - Surface Water Flooding,30##,W 36TH AV,Dunbar Southlands
2015,2,1,16,35,CSG - Licenses,Animal Control,Dead Animal Pickup Case,10##,E 33RD AV,Kensington-Cedar Cottage
2015,2,1,16,58,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,17##,KITCHENER ST,Grandview-Woodland
2015,2,1,17,21,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,5##,W 19TH AV,South Cambie
2015,2,1,18,25,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,32##,E 44TH AV,Killarney
2015,2,1,18,47,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,32##,SCHOOL AV,Killarney
2015,2,1,18,57,CSG - Inspections,Property Use,PUI Noise Complaint Case,18##,PANDORA ST,Grandview-Woodland
2015,2,1,19,10,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,35##,W 3RD AV,Kitsilano
2015,2,1,19,21,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,15##,E 18TH AV,Kensington-Cedar Cottage
2015,2,1,19,23,ENG - Streets,Streets Operations,Sidewalk - Repair,11##,HOMER ST,Downtown
2015,2,1,20,53,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,23##,BAYSWATER ST,Kitsilano
2015,2,1,20,55,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,30##,SCHOOL AV,Renfrew-Collingwood
2015,2,2,7,7,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,18##,SPYGLASS PLACE,Fairview
2015,2,2,7,7,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,18##,SPYGLASS PLACE,Mount Pleasant
2015,2,2,7,26,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,27##,W 16TH AV,Arbutus Ridge
2015,2,2,7,27,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,27##,W 16TH AV,Arbutus Ridge
2015,2,2,7,39,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),22##,BURQUITLAM DRIVE,Victoria-Fraserview
2015,2,2,7,48,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,69##,FRASER ST,Sunset
2015,2,2,7,48,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),9##,W 58TH AV,Marpole
2015,2,2,7,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,9##,W 58TH AV,Marpole
2015,2,2,7,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,46##,ST. CATHERINES ST,Kensington-Cedar Cottage
2015,2,2,7,57,ENG - Water & Sewer,Water Operations,Water Service Turn On/Off Request,7##,TERMINAL AV,Strathcona
2015,2,2,8,9,ENG - Solid Waste,Sanitation,Recycling Bag Request,24##,W 3RD AV,Kitsilano
2015,2,2,8,12,ENG - Solid Waste,Sanitation,Cart - Garbage,17##,COTTON DRIVE,Grandview-Woodland
2015,2,2,8,15,ENG - Solid Waste,Sanitation,Cart - Garbage,17##,COTTON DRIVE,Grandview-Woodland
2015,2,2,8,17,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,24##,E 54TH AV,Victoria-Fraserview
2015,2,2,8,21,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,2##,E KING EDWARD AV,Riley Park
2015,2,2,8,26,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,3##,RAILWAY ST,Strathcona
2015,2,2,8,26,ENG - Streets,Streets Operations,Pothole - Repair,600, - 699 GORE AV,Strathcona
2015,2,2,8,27,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,30##,KNIGHT ST,Kensington-Cedar Cottage
2015,2,2,8,27,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,7##,E 54TH AV,Sunset
2015,2,2,8,48,ENG - Solid Waste,Sanitation,Cart - Garbage,66##,DUMFRIES ST,Victoria-Fraserview
2015,2,2,8,52,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,1##,E 22ND AV,Riley Park
2015,2,2,8,53,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,COURTENAY ST and W 13TH AV,West Point Grey
2015,2,2,8,56,CSG - Licenses,License Office,Licence Payment Request Case,7##,E 14TH AV,Mount Pleasant
2015,2,2,9,0,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,2700, - 2799 W 41ST AV,Kerrisdale
2015,2,2,9,1,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,32##,E 23RD AV,Renfrew-Collingwood
2015,2,2,9,2,ENG - Water & Sewer,Water Operations,Water Meter Issue,1##,E 41ST AV,Riley Park
2015,2,2,9,6,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,44##,W 13TH AV,West Point Grey
2015,2,2,9,7,ENG - Transportation,Traffic and Data Management,Curbside Sign - Modify,2000, - 2099 W 16TH AV,Arbutus Ridge
2015,2,2,9,7,ENG - Transportation,Traffic and Data Management,Curbside Sign - Modify,2000, - 2099 W 16TH AV,Shaughnessy
2015,2,2,9,8,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,1##,E 56TH AV,Sunset
2015,2,2,9,8,ENG - Streets,Streets Operations,Streets - General Issues,8##,E 40TH AV,Kensington-Cedar Cottage
2015,2,2,9,9,ENG - Streets,Traffic and Electrical Operations,Street Light - New/Relocation,45##,NANAIMO ST,Renfrew-Collingwood
2015,2,2,9,9,ENG - Streets,Streets Operations,Street - Repair,63##,ALMA ST,Dunbar Southlands
2015,2,2,9,9,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,55##,INVERNESS ST,Kensington-Cedar Cottage
2015,2,2,9,13,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,##,E 17TH AV,Riley Park
2015,2,2,9,14,Business Planning & Services,311 Contact Centre,Citizen Feedback,25##,LAKEWOOD DRIVE,Kensington-Cedar Cottage
2015,2,2,9,14,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,24##,ALMA ST,West Point Grey
2015,2,2,9,15,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,##,W 14TH AV,Mount Pleasant
2015,2,2,9,15,ENG - Solid Waste,Sanitation,Blue Box and Leaf Removal Guide Mail-Out Request,57##,BERKELEY ST,Victoria-Fraserview
2015,2,2,9,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,84##,PORTSIDE COURT,Victoria-Fraserview
2015,2,2,9,17,ENG - Solid Waste,Sanitation,Blue Box and Leaf Removal Guide Mail-Out Request,41##,W 11TH AV,West Point Grey
2015,2,2,9,18,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,68##,MAIN ST,Sunset
2015,2,2,9,20,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,2##,E 49TH AV,Sunset
2015,2,2,9,20,ENG - Streets,Streets Operations,Street - Surface Water Flooding,Intersection,RUPERT ST and VANNESS AV,Renfrew-Collingwood
2015,2,2,9,20,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,41##,W 11TH AV,West Point Grey
2015,2,2,9,22,ENG - Streets,Streets Operations,Streets - General Issues,25##,BLENHEIM ST,Kitsilano
2015,2,2,9,22,ENG - Transportation,Neighbourhood Parking and Transportation,Traffic Calming Request,Intersection,MANITOBA ST and W 14TH AV,Mount Pleasant
2015,2,2,9,23,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,14##,ARBUTUS ST,Kitsilano
2015,2,2,9,26,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,28##,W 3RD AV,Kitsilano
2015,2,2,9,27,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,62##,KILLARNEY ST,Killarney
2015,2,2,9,29,Business Planning & Services,311 Contact Centre,Citizen Feedback,7##,E 53RD AV,Sunset
2015,2,2,9,31,ENG - Transportation,Street Activities - Streets Furniture,Street Furniture Repair and Maintenance Request,Intersection,E 58TH AV and KERR ST,Killarney
2015,2,2,9,31,ENG - Streets,Traffic and Electrical Operations,Street and Traffic Light - Utility Damage,Intersection,RUPERT ST and VANNESS AV,Renfrew-Collingwood
2015,2,2,9,33,ENG - Water & Sewer,Water Operations,Water Service Locate Request,26##,E 23RD AV,Renfrew-Collingwood
2015,2,2,9,36,ENG - Solid Waste,Sanitation,Recycling Box Request,34##,E 22ND AV,Renfrew-Collingwood
2015,2,2,9,36,ENG - Solid Waste,Sanitation,Recycling Bag Request,1##,E 21ST AV,Riley Park
2015,2,2,9,37,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,14##,QUEBEC ST,Downtown
2015,2,2,9,38,ENG - Solid Waste,Sanitation,Recycling Bag Request,34##,E 22ND AV,Renfrew-Collingwood
2015,2,2,9,39,ENG - Streets,Streets Operations,Sidewalk - Repair,8##,E 54TH AV,Sunset
2015,2,2,9,40,ENG - Solid Waste,Sanitation,Cart - Garbage,2##,W 12TH AV,Mount Pleasant
2015,2,2,9,40,ENG - Streets,Streets Operations,Pothole - Repair,34##,ADANAC ST,Hastings-Sunrise
2015,2,2,9,40,ENG - Transportation,Neighbourhood Parking and Transportation,Traffic Calming Request,Intersection,ALMA ST and POINT GREY ROAD,Kitsilano
2015,2,2,9,43,ENG - Solid Waste,Sanitation,Cart - Garbage,17##,NAPIER ST,Grandview-Woodland
2015,2,2,9,43,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,50##,MOSS ST,Renfrew-Collingwood
2015,2,2,9,46,ENG - Solid Waste,Sanitation,Recycling Box Request,17##,NAPIER ST,Grandview-Woodland
2015,2,2,9,47,ENG - Streets,Streets Operations,Street - Surface Water Flooding,45##,W 2ND AV,West Point Grey
2015,2,2,9,47,ENG - Solid Waste,Sanitation,Recycling Bag Request,17##,NAPIER ST,Grandview-Woodland
2015,2,2,9,49,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,55##,ONTARIO ST,Riley Park
2015,2,2,9,52,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,10##,SALSBURY DRIVE,Grandview-Woodland
2015,2,2,9,52,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,15##,W 66TH AV,Marpole
2015,2,2,9,53,ENG - Water & Sewer,Water Operations,Water Service Turn On/Off Request,##,W 38TH AV,Riley Park
2015,2,2,9,55,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,15##,RAND AV,Marpole
2015,2,2,9,55,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),7##,W 52ND AV,Oakridge
2015,2,2,9,56,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,3##,E 49TH AV,Sunset
2015,2,2,9,57,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,18##,HARO ST,West End
2015,2,2,9,59,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,12##,W 12TH AV,Fairview
2015,2,2,10,0,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,9##,DENMAN ST,West End
2015,2,2,10,1,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,17##,FRANCES ST,Grandview-Woodland
2015,2,2,10,1,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),26##,E 46TH AV,Victoria-Fraserview
2015,2,2,10,3,CSG - Inspections,Property Use,PUI Noise Complaint Case,84##,FREMLIN ST,Marpole
2015,2,2,10,3,ENG - Solid Waste,Sanitation,Cart - Garbage,19##,POWELL ST,Grandview-Woodland
2015,2,2,10,4,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,12##,W 12TH AV,Fairview
2015,2,2,10,8,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,55##,ARGYLE ST,Kensington-Cedar Cottage
2015,2,2,10,10,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,64##,NANAIMO ST,Victoria-Fraserview
2015,2,2,10,12,CSG - Licenses,License Office,Gone Out of Business Case,3##,W CORDOVA ST,Downtown
2015,2,2,10,13,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,Intersection,FERRY ROW and MILLYARD and SAWCUT,Fairview
2015,2,2,10,14,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,17##,E 11TH AV,Kensington-Cedar Cottage
2015,2,2,10,18,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,46##,W 16TH AV,West Point Grey
2015,2,2,10,20,Business Planning & Services,311 Contact Centre,Citizen Feedback,17##,E 11TH AV,Kensington-Cedar Cottage
2015,2,2,10,21,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,66##,MAIN ST,Sunset
2015,2,2,10,21,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,6##,BURRARD ST,Downtown
2015,2,2,10,21,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,2##,E 50TH AV,Sunset
2015,2,2,10,21,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,6##,BURRARD ST,Downtown
2015,2,2,10,25,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),32##,E 46TH AV,Killarney
2015,2,2,10,26,ENG - Solid Waste,Sanitation,Recycling Bag Request,62##,TYNE ST,Killarney
2015,2,2,10,27,ENG - Water & Sewer,Water Operations,Water Pressure or No Water Issue,1##,E HASTINGS ST,Downtown
2015,2,2,10,28,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,52##,CHESTER ST,Kensington-Cedar Cottage
2015,2,2,10,29,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,17##,E 11TH AV,Kensington-Cedar Cottage
2015,2,2,10,31,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,51##,SHERBROOKE ST,Kensington-Cedar Cottage
2015,2,2,10,31,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,Intersection,BOUNDARY ROAD and SE MARINE DRIVE,
2015,2,2,10,31,Business Planning & Services,311 Contact Centre,Citizen Feedback,800, - 899 HORNBY ST,Downtown
2015,2,2,10,32,Business Planning & Services,311 Contact Centre,Citizen Feedback,17##,E 11TH AV,Kensington-Cedar Cottage
2015,2,2,10,32,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,45##,HOY ST,Renfrew-Collingwood
2015,2,2,10,33,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,##,WATER ST,Downtown
2015,2,2,10,35,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,32##,E 28TH AV,Renfrew-Collingwood
2015,2,2,10,36,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,45##,BALACLAVA ST,Dunbar Southlands
2015,2,2,10,36,CSG - Inspections,Building,Building Inspection Cancellation Case,30##,E 17TH AV,Renfrew-Collingwood
2015,2,2,10,36,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,9##,E 54TH AV,Sunset
2015,2,2,10,37,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,##,WATER ST,Downtown
2015,2,2,10,39,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,3##,E 49TH AV,Sunset
2015,2,2,10,44,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,100, - 199 WATER ST,Downtown
2015,2,2,10,44,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,49##,MAIN ST,Riley Park
2015,2,2,10,45,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,Intersection,MCHARDY ST and MONMOUTH AV,Renfrew-Collingwood
2015,2,2,10,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,24##,PRINCE ALBERT ST,Mount Pleasant
2015,2,2,10,47,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,##,W CORDOVA ST,Downtown
2015,2,2,10,47,ENG - Transportation,Neighbourhood Parking and Transportation,Traffic Calming Request,2300, - 2399 BAYSWATER ST,Kitsilano
2015,2,2,10,47,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,44##,WELWYN ST,Kensington-Cedar Cottage
2015,2,2,10,49,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,2##,E 51ST AV,Sunset
2015,2,2,10,49,ENG - Solid Waste,Sanitation,Cart - Garbage,25##,E 2ND AV,Hastings-Sunrise
2015,2,2,10,49,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,##,W CORDOVA ST,Downtown
2015,2,2,10,51,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,45##,ELM ST,Arbutus Ridge
2015,2,2,10,51,ENG - Water & Sewer,Water Operations,Water Service Turn On/Off Request,39##,W 32ND AV,Dunbar Southlands
2015,2,2,10,53,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,36##,MONMOUTH AV,Renfrew-Collingwood
2015,2,2,10,54,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,23##,NAPIER ST,Grandview-Woodland
2015,2,2,10,55,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),25##,E 2ND AV,Hastings-Sunrise
2015,2,2,10,56,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,3##,W CORDOVA ST,Downtown
2015,2,2,10,59,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,7##,E 30TH AV,Kensington-Cedar Cottage
2015,2,2,11,1,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,2##,CARRALL ST,Downtown
2015,2,2,11,2,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,15##,VERNON DRIVE,Strathcona
2015,2,2,11,3,ENG - Streets,Streets Operations,Street - Surface Water Flooding,35##,WILLIAM ST,Hastings-Sunrise
2015,2,2,11,3,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),11##,MAPLE ST,Kitsilano
2015,2,2,11,5,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,12##,W 64TH AV,Marpole
2015,2,2,11,5,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,10##,E 54TH AV,Sunset
2015,2,2,11,6,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,2##,CARRALL ST,Downtown
2015,2,2,11,8,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,21##,TRIUMPH ST,Grandview-Woodland
2015,2,2,11,8,ENG - Solid Waste,Sanitation,Cart - Garbage,27##,E 8TH AV,Hastings-Sunrise
2015,2,2,11,9,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,3##,CAMBIE ST,Downtown
2015,2,2,11,11,ENG - Streets,Streets Operations,Street - Surface Water Flooding,18##,SPYGLASS PLACE,Fairview
2015,2,2,11,11,ENG - Streets,Streets Operations,Street - Surface Water Flooding,18##,SPYGLASS PLACE,Mount Pleasant
2015,2,2,11,12,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,##,W 20TH AV,Riley Park
2015,2,2,11,13,CSG - Inspections,Plumbing and Gas,Plumbing and Gas Inspection Cancellation Case,54##,INVERNESS ST,Kensington-Cedar Cottage
2015,2,2,11,13,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,1800, - 1899 SPYGLASS PLACE,Fairview
2015,2,2,11,13,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),27##,E 8TH AV,Hastings-Sunrise
2015,2,2,11,17,ENG - Solid Waste,Sanitation,Cart - Garbage,20##,W 29TH AV,Arbutus Ridge
2015,2,2,11,17,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,##,W 48TH AV,Oakridge
2015,2,2,11,18,ENG - Streets,Streets Operations,Streets - General Issues,9##,W 16TH AV,South Cambie
2015,2,2,11,19,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - External Organization,1##,WATER ST,Downtown
2015,2,2,11,19,ENG - Solid Waste,Sanitation,Recycling Bag Request,7##,E PENDER ST,Strathcona
2015,2,2,11,21,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,1##,SW MARINE DRIVE,Marpole
2015,2,2,11,21,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,57##,SOPHIA ST,Sunset
2015,2,2,11,22,ENG - Solid Waste,Sanitation,Recycling Box Request,21##,DUNBAR ST,Kitsilano
2015,2,2,11,23,ENG - Solid Waste,Sanitation,Recycling Bag Request,21##,DUNBAR ST,Kitsilano
2015,2,2,11,23,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26##,E 54TH AV,Victoria-Fraserview
